Gene,Transcript,Prot_length
ZNF787,NM_001351682,126
ZNF776,NM_001348007,142
PPIL2,NM_148175,520
RBM39,NM_004902,524
PDYN,NM_001190898,254
UCKL1,NM_001193379,533
OPRL1,NM_000913,370
ELMO2,NM_001318253,632
NFATC2,NM_001258296,702
UBOX5,NM_001267584,512
SEC23B,NM_001172745,767
CFAP410,NM_001271441,375
DOK5,NM_001294161,78
FAM217B,NM_001190826,383
ITPA,NM_181493,177
SSC5D,NM_001195267,951
TRMT2A,NM_001331039,643
FTCD,NM_006657,541
ZNF749,NM_001321954,691
ZNF417,NM_001297734,574
C21orf62,NM_019596,219
STX16,NM_003763,304
DSTN,NM_001011546,148
PCED1A,NM_001271168,403
UBASH3A,NM_001243467,526
ITPA,NM_001324238,110
BPIFA1,NM_016583,256
CCM2L,NM_080625,433
PXMP4,NM_183397,71
ANKEF1,NM_198798,776
YWHAB,NM_003404,246
DNMT3B,NM_175849,770
SMOX,NM_175840,502
ZNF74,NM_001256525,573
AP5S1,NM_001204447,200
TOX2,NM_001098796,464
STX16,NM_001204868,272
NRSN2,NM_001323681,204
BPIFA2,NM_001319164,249
EIF2S2,NM_001316363,330
RALY,NM_007367,290
TP53INP2,NM_001329431,220
ITGB2,NM_001303238,700
ITPA,NM_001324236,110
TTPAL,NM_001261839,308
TTI1,NM_014657,1089
ZBTB21,NM_001098403,865
TPST2,NM_001008566,377
SLC35C2,NM_001281457,251
ZFP64,NM_199426,679
HSCB,NM_001318315,143
CD40,NM_001322422,225
C2CD2,NM_199050,541
ABHD12,NM_015600,404
BCL2L1,NM_001317920,233
SPTLC3,NM_001349945,552
UBOX5,NM_199415,487
ZNF343,NM_001282499,118
LSS,NM_001145436,721
ATRN,NM_001207047,1156
ADNP,NM_001347511,1102
RBM39,NM_001323422,498
SON,NM_001291412,454
ZSCAN22,NM_001321117,333
DNMT3L,NM_013369,387
DIP2A,NM_206890,841
ZNF343,NM_001321801,640
EVA1C,NM_001286556,438
SEC23B,NM_001172746,749
CSTF1,NM_001033522,431
RBM38,NM_001291780,271
PEG3,NM_001146185,1462
ZNF343,NM_001321805,598
TGM6,NM_001254734,625
ZBTB45,NM_001316981,511
RBM39,NM_001242599,508
PEG3,NM_001146184,1588
PSMF1,NM_001323409,261
ITPA,NM_001351739,110
NPEPL1,NM_001204872,495
FTCD,NM_001320412,572
PFKL,NM_001002021,830
BLCAP,NM_001167823,87
IDH3B,NM_174855,383
CLDN14,NM_012130,239
SEC23B,NM_032985,767
BACE2,NM_138992,396
RBPJL,NM_001281449,516
PLCB1,NM_182734,1173
CRLS1,NM_001323563,190
NDUFV3,NM_001001503,108
IGLL5,NM_001256296,139
ITPA,NM_001267623,153
ADARB1,NM_015834,714
SLC23A2,NM_203327,650
STX16,NM_001134772,321
ZNF343,NM_001282496,599
RBM38,NM_183425,121
KCNJ15,NM_001276438,375
FAM110A,NM_001289145,295
ADA2,NM_001282227,469
EDEM2,NM_001145025,541
ZIK1,NM_001321147,384
CLDN14,NM_144492,239
TOX2,NM_032883,464
MED15,NM_001293236,677
CD40,NM_152854,203
POLR3F,NM_001282526,275
AHCY,NM_001322086,434
HSPA12B,NM_001197327,685
ADNP,NM_015339,1102
MGME1,NM_001310338,359
SLA2,NM_175077,210
NCOA5,NM_001348150,343
NPEPL1,NM_001204873,475
SS18L1,NM_001301778,265
CLDN14,NM_001146078,239
SLC13A3,NM_001193339,552
EVA1C,NM_001320745,346
STX16,NM_001134773,308
FAM110A,NM_207121,295
NFATC2,NM_001258297,706
APCDD1L,NM_001304787,512
APP,NM_201414,695
PRAME,NM_001291716,509
RALGAPB,NM_001282918,1491
RBM39,NM_001323423,373
DYRK1A,NM_001347722,754
CD40,NM_001322421,281
RBM12,NM_001198840,932
CST3,NM_001288614,146
ZNF211,NM_001265597,629
ARFRP1,NM_001134758,173
BCL2L1,NM_001322239,233
DOK5,NM_177959,198
ZNF343,NM_001321802,639
NRSN2,NM_001323679,160
ZNF343,NM_001321803,639
PRAME,NM_001291719,493
SLC13A3,NM_001011554,555
SMOX,NM_175841,190
ZNF211,NM_001322306,627
UBE2G2,NM_182688,137
ZNF74,NM_001256523,178
DEFB119,NM_001271209,87
ITSN1,NM_001331009,1215
DNMT3B,NM_001207055,728
CSNK2A1,NM_177560,255
ZNF497,NM_001207009,498
ITSN1,NM_001331011,1144
ADNP,NM_181442,1102
CPXM1,NM_001184699,660
MED15,NM_001293234,731
TGM2,NM_001323318,627
SNPH,NM_014723,494
SEZ6L,NM_001184777,948
HSCB,NM_001318314,150
ADA2,NM_001282226,511
GZF1,NM_001317012,711
PDXK,NM_001331030,272
NFATC2,NM_001136021,901
ATRN,NM_139322,1272
BCL2L1,NM_001317919,233
ADORA2A,NM_001278499,412
ZNF749,NM_001321952,771
RALGAPB,NM_001282917,1494
SLC13A3,NM_001193340,520
RAB5IF,NM_001199534,137
PMEPA1,NM_001255976,259
DEFB119,NM_153323,88
RANBP1,NM_001278640,200
NRSN2,NM_001323684,204
PRELID3B,NM_001256403,164
C21orf91,NM_001100421,221
DIP2A,NM_206891,812
AHCY,NM_001322084,404
MYL9,NM_181526,118
SLC13A3,NM_001193342,504
ZNF550,NM_001277093,151
ITSN1,NM_001331012,1178
PRAME,NM_001291715,509
LIME1,NM_001305655,176
EMID1,NM_001267895,441
CST8,NM_001281730,142
CLTCL1,NM_001835,1583
FAM110A,NM_001289146,295
OPRL1,NM_001200019,370
NCOA5,NM_001348151,301
NCOA3,NM_001174087,1423
DHX35,NM_001190809,672
MED15,NM_001293237,722
TGM2,NM_001323317,606
PCSK2,NM_001201529,603
DSCAM,NM_001271534,1994
NCOA3,NM_001174088,1415
ID1,NM_181353,149
ATRN,NM_001323332,1289
MED15,NM_015889,748
RBM12,NM_152838,932
RBL1,NM_001323281,641
SPATC1L,NM_032261,186
CFAP298,NM_001350334,191
NCOA5,NM_001348149,406
NRSN2,NM_001323685,204
ZNF343,NM_001282497,640
DNMT3B,NM_175848,833
VPREB1,NM_001303509,144
ZNF587,NM_001204817,574
BFSP1,NM_001161705,540
ARFRP1,NM_001267549,173
YBEY,NM_001314022,124
CXADR,NM_001207063,252
SLC17A9,NM_001302643,430
SEZ6L,NM_001184773,1023
ZBP1,NM_001160418,354
UBE2C,NM_181800,150
APP,NM_001204303,677
ADA2,NM_177405,270
RANBP1,NM_002882,201
BFSP1,NM_001278606,526
DGCR2,NM_001184781,547
ARFRP1,NM_001267544,144
KIAA1755,NM_001348708,851
RNF24,NM_001134338,169
ZSCAN5A,NM_001322074,495
AURKA,NM_001323304,403
PANK2,NM_001324191,279
ZSCAN5A,NM_001322064,496
BRWD1,NM_033656,2269
RBCK1,NM_031229,510
CTCFL,NM_001269050,422
MAP3K7CL,NM_001286617,142
DSN1,NM_001145318,340
ZDHHC8,NM_013373,765
NF2,NM_181829,549
TPD52L2,NM_199359,186
SIRPA,NM_080792,504
PCBP3,NM_001348239,393
SLC4A11,NM_001174089,875
RUNX1,NM_001001890,453
B3GALT5,NM_033171,310
LZTS3,NM_001282533,627
PLCG1,NM_002660,1291
ZNF419,NM_001098491,511
POFUT2,NM_133635,429
NF2,NM_181832,590
HLCS,NM_001242784,726
ZMYND8,NM_001281771,1054
KCNQ2,NM_172106,854
B3GALT5,NM_033170,310
VAPB,NM_001195677,99
CHCHD10,NM_213720,142
PCBP3,NM_001348240,394
TPD52L2,NM_001243891,181
AURKA,NM_003600,403
ICOSLG,NM_015259,302
ERGIC3,NM_198398,388
ZNF544,NM_001320783,97
ZNF530,NM_020880,599
PCBP3,NM_001348238,370
SNX5,NM_001282454,299
COL6A2,NM_058174,918
UBE2V1,NM_022442,103
MAP3K7CL,NM_001286622,136
CASS4,NM_001164116,786
ZNF418,NM_001317030,591
GNAS,NM_001309842,87
CBS,NM_001178009,551
CNBD2,NM_080834,572
HLCS,NM_000411,726
IFNAR2,NM_207584,331
GAS2L1,NM_001278730,454
C20orf141,NM_001256538,165
GUCD1,NM_001284256,137
DIDO1,NM_001193369,2240
DSN1,NM_001145315,356
KCNQ2,NM_172108,841
SMARCB1,NM_003073,385
HCK,NM_001172132,506
CTCFL,NM_001269055,299
CASS4,NM_001164114,732
COMT,NM_001135162,271
SEL1L2,NM_001271539,575
GRIK1,NM_001320618,781
ITCH,NM_001257137,903
WFDC8,NM_130896,241
CASS4,NM_001164115,349
DERL3,NM_001002862,235
ZNF582,NM_001320371,548
GNRH2,NM_001310220,120
PRNP,NM_001080122,253
COL20A1,NM_020882,1284
DERL3,NM_198440,205
AP1B1,NM_001166019,919
TPD52L2,NM_003288,206
RBCK1,NM_001323958,340
TTC3,NM_001320704,2043
MIR1-1HG,NM_001302812,117
DZANK1,NM_001351684,771
PANK2,NM_001324193,134
GABPA,NM_001197297,454
ZNF544,NM_001320785,81
WFDC5,NM_145652,123
RIMS4,NM_001205317,270
SLC2A11,NM_001024938,496
KCNQ2,NM_172109,393
HCK,NM_001172130,525
HNF4A,NM_001287182,439
EWSR1,NM_005243,656
DLGAP4,NM_183006,453
CPNE1,NM_152927,537
GRIK1,NM_175611,905
IFNAR2,NM_000874,331
EPPIN-WFDC6,NM_001198986,179
EPPIN,NM_001302861,127
SIRPB1,NM_001135844,398
ZNF419,NM_001098494,478
HNF4A,NM_178850,417
UBE2V1,NM_021988,170
SAMSN1,NM_022136,373
EPPIN,NM_020398,133
SLC2A11,NM_030807,503
CBFA2T2,NM_001032999,595
ITCH,NM_001257138,752
OSBPL2,NM_001278649,370
LRRC74B,NM_001291006,392
SGSM1,NM_001039948,1148
MTMR3,NM_153051,1161
HCK,NM_001172129,505
PCBP3,NM_001348244,351
SETD4,NM_001286752,416
KREMEN1,NM_032045,492
ZNF606,NM_001348022,792
ZSCAN5A,NM_001322073,495
ZNF606,NM_001348024,702
ZNF544,NM_001320776,151
TMPRSS3,NM_001256317,453
HNF4A,NM_001287184,392
GNAS,NM_001309861,335
GNRH2,NM_178331,113
UBE2V1,NM_001257394,103
KIF16B,NM_024704,1317
AURKA,NM_198437,403
NF2,NM_181825,590
USP25,NM_013396,1055
WFDC6,NM_080827,86
SPATA25,NM_080608,227
TMPRSS3,NM_024022,454
USP25,NM_001283042,1087
MRPL40,NM_001318151,162
MIR1-1HG,NM_178463,117
SETD4,NM_017438,440
CPNE1,NM_152925,537
TPD52L2,NM_199363,200
CPNE1,NM_152926,537
TTC3,NM_001330682,1715
C20orf27,NM_001039140,199
MAP3K7CL,NM_020152,242
UBE2V1,NM_001257393,170
THOC5,NM_001002877,683
AURKA,NM_198436,403
TOP3B,NM_001349852,594
SNX5,NM_014426,404
ZNF419,NM_001291745,116
PEX26,NM_001127649,305
ZNF419,NM_001291744,422
ZNF418,NM_001317028,677
IFT52,NM_001303458,437
RUNX1,NM_001122607,250
ZMYND8,NM_001281778,1181
PAK5,NM_177990,719
EWSR1,NM_001163285,655
BRWD1,NM_018963,2320
ZBTB21,NM_001320731,1066
ZMYND8,NM_001281782,1136
BTG3,NM_001130914,296
COMT,NM_001135161,271
UBE2V1,NM_199144,170
ZNF419,NM_024691,510
SGSM1,NM_001098498,1032
MACROD2,NM_001033087,213
MAP3K7CL,NM_001286620,142
ZMYND8,NM_183047,1188
SMARCB1,NM_001007468,376
TMEM239,NM_001167670,152
MACROD2,NM_080676,425
ITCH,NM_031483,862
ZMYND8,NM_012408,1160
UBE2V1,NM_001257399,105
DIDO1,NM_001193370,1189
TTC3,NM_001320703,2065
MCM8,NM_182802,824
ZNF544,NM_001320774,480
ZNF544,NM_001320777,135
GUCD1,NM_031444,240
ZDHHC8,NM_001185024,778
ZHX3,NM_015035,956
SIRPA,NM_001040023,504
GUCD1,NM_001284255,196
AIFM3,NM_001146288,604
DIDO1,NM_080797,1189
ZNF582,NM_144690,517
CHCHD10,NM_001301339,149
DERL3,NM_001135751,239
MACROD2,NM_001351663,447
ZMYND8,NM_001281777,1163
MATN4,NM_030590,540
AURKA,NM_198435,403
CHRNA4,NM_001256573,451
ZNF606,NM_001348025,634
ZMYND8,NM_001281775,1234
HCK,NM_001172131,504
HPS4,NM_001349898,708
SYNJ1,NM_001160306,1526
WFDC8,NM_181510,241
MCM8,NM_032485,840
SLC12A5,NM_001134771,1139
ZNF418,NM_001317027,697
AURKA,NM_001323303,403
TOP3B,NM_001349851,594
ZNF419,NM_001291743,477
SNX5,NM_152227,404
DDT,NM_001355,118
TPD52L2,NM_199362,220
NOL4L,NM_080616,436
HNF4A,NM_001258355,467
ITCH,NM_001324197,903
GDAP1L1,NM_001256739,309
TOP3B,NM_001349848,726
MYO18B,NM_001318245,2568
PTPRT,NM_133170,1460
GNRH2,NM_178332,112
RIMS4,NM_182970,269
GUCD1,NM_001284253,252
TOP3B,NM_001282112,862
UMODL1,NM_001199528,1246
GRIK1,NM_001330994,949
CNBD2,NM_001304367,100
ZNF133,NM_001282996,671
MAP3K7CL,NM_001286618,142
RBCK1,NM_006462,468
TGIF2-RAB5IF,NM_001199535,155
TMEM211,NM_001001663,129
UBE2V1,NM_001257395,144
PLCG1,NM_182811,1290
SIRPB1,NM_001329157,398
ZMYND8,NM_001281784,1134
ZNF133,NM_001282998,654
HM13,NM_178582,143
GET1-SH3BGR,NM_001350300,255
SLC9A8,NM_015266,581
THOC5,NM_003678,683
PEX26,NM_017929,305
UMODL1,NM_001199527,1374
ZMYND8,NM_001281779,920
CNBD2,NM_001207076,423
ZNF418,NM_133460,676
MYO18B,NM_032608,2567
ZNF133,NM_001283004,591
ZNF544,NM_001320787,81
UBE2V1,NM_001257396,105
GDAP1L1,NM_024034,367
NF2,NM_181828,548
GNAS,NM_016592,245
GUCD1,NM_001284252,295
TGIF2,NM_021809,237
ZSCAN5A,NM_001322077,379
GRIK1,NM_001320621,763
C20orf27,NM_001258430,174
SRXN1,NM_080725,137
EWSR1,NM_001163286,600
DSN1,NM_001145317,249
EWSR1,NM_013986,661
ZNF133,NM_003434,653
ZSCAN5A,NM_001322065,496
ZNF419,NM_001098495,465
B3GALT5,NM_006057,310
ZNF772,NM_001330613,377
EWSR1,NM_001163287,354
GNAS,NM_080426,380
HNF4A,NM_001030003,442
KIF16B,NM_001199866,1392
DUSP15,NM_177991,132
SLC2A11,NM_001024939,499
HNF4A,NM_001030004,395
ICOSLG,NM_001283052,217
PTPRT,NM_007050,1441
KIF16B,NM_001199865,1266
IFT52,NM_001323578,261
ADIG,NM_001018082,80
SCARF2,NM_182895,866
HDHD5,NM_033070,423
UBE2V1,NM_001282578,91
PCBP3,NM_001348245,373
CLIC6,NM_001317009,704
NOL4L,NM_001256798,680
TGIF2,NM_001199514,237
MTMR3,NM_021090,1198
CASS4,NM_020356,786
TOP3B,NM_001349845,862
ZMYND8,NM_001281774,1168
TPD52L2,NM_001243892,163
AIFM3,NM_144704,605
CPNE1,NM_001198863,536
GRIK1,NM_001330993,934
TPD52L2,NM_199361,209
GUCD1,NM_001284254,239
B3GALT5,NM_033172,314
AURKA,NM_198433,403
PAK5,NM_020341,719
C20orf27,NM_001258429,174
TOP3B,NM_003935,862
NOL4L,NM_001351680,395
TOP3B,NM_001282113,862
CLDN5,NM_003277,303
ERGIC3,NM_015966,383
ZSCAN18,NM_001145544,374
AIFM3,NM_001018060,598
ZNF419,NM_001098493,497
AURKA,NM_001323305,403
DLGAP4,NM_014902,989
HPS4,NM_001349900,726
ZNF606,NM_001348023,702
ZNF133,NM_001283001,654
MAP3K7CL,NM_001286623,124
HNF4A,NM_178849,464
SLC12A5,NM_020708,1116
IFT52,NM_001303459,373
IFT52,NM_001323580,261
TOP3B,NM_001349847,862
FOXA2,NM_153675,457
ZNF133,NM_001283008,559
ZMYND8,NM_183048,1135
DTD1,NM_001318043,213
MACROD2,NM_001351661,448
JPH2,NM_175913,129
TTC3,NM_001330681,1715
ZNF544,NM_001320786,81
TPD52L2,NM_199360,229
PRNP,NM_183079,253
IFT52,NM_001323581,220
DTD1,NM_080820,209
TMEM74B,NM_001304749,232
UBE2V1,NM_001257397,105
HPS4,NM_001349903,649
KREMEN1,NM_001039570,458
MYH7B,NM_020884,1983
ZNF544,NM_001320780,129
UBE2V1,NM_001032288,147
GNAS,NM_000516,394
PRNP,NM_001080123,253
GRIK1,NM_001320616,920
ZIM2,NM_015363,527
KCNQ2,NM_004518,844
UBE2L3,NM_003347,154
HCK,NM_001172133,505
GNAS,NM_001077488,395
ZNF418,NM_001317029,676
PRNP,NM_001080121,253
ZSCAN5A,NM_001322061,548
TOP3B,NM_001349850,726
TTC3,NM_001330683,2025
GNAS,NM_001309840,335
SGSM1,NM_001098497,1093
DZANK1,NM_001351683,780
CLIC6,NM_053277,686
ZNF133,NM_001083330,653
ZNF587B,NM_001204818,402
MACROD2,NM_001351664,240
ZMYND8,NM_001281780,892
ZMYND8,NM_001281776,1107
GET1-SH3BGR,NM_001317744,273
ZNF419,NM_001098492,498
UBE2V1,NM_001282577,91
MAP3K7CL,NM_001286624,87
GUCD1,NM_001284257,136
DLGAP4,NM_001042486,285
ZNF135,NM_003436,670
ZNF133,NM_001282999,654
GNAS,NM_001077489,379
TTLL9,NM_001008409,439
PAX1,NM_006192,534
MAP3K7CL,NM_001286634,242
ZIM2,NM_001146326,527
ZMYND8,NM_001281783,1206
IFT52,NM_001323579,220
TMPRSS3,NM_032405,344
NF2,NM_181830,507
RGL4,NM_001329425,94
SMARCB1,NM_001317946,394
ZNF133,NM_001283002,657
ARHGAP40,NM_001164431,674
NECAB3,NM_031231,362
NECAB3,NM_031232,396
ICOSLG,NM_001283050,309
CPNE1,NM_152928,537
PANK2,NM_024960,279
BTG3,NM_006806,252
UBE2V1,NM_001282575,91
ZNF154,NM_001085384,437
ZSCAN5A,NM_001322078,366
ZNF419,NM_001098496,464
ZNF772,NM_001144068,448
DSN1,NM_024918,356
ITCH,NM_001324198,862
ZNF530,NM_001321981,566
SNRPB,NM_003091,231
SUMO3,NM_006936,103
GNRH2,NM_001501,120
ZMYND8,NM_001281781,1088
ZNF772,NM_001024596,489
NF2,NM_181831,507
SNRPB,NM_198216,240
GABPA,NM_002040,454
L3MBTL1,NM_015478,772
LOC150051,NM_001321023,144
COMT,NM_007310,221
KCNQ2,NM_172107,872
OSBPL2,NM_144498,480
POFUT2,NM_015227,424
GRIK1,NM_000830,918
OSBPL2,NM_014835,468
HPS4,NM_001349904,655
HPS4,NM_001349899,708
L3MBTL1,NM_032107,840
ICOSLG,NM_001283051,185
LPIN3,NM_001301860,852
SCARF2,NM_153334,871
CFAP298-TCP10L,NM_001350338,389
CFAP298,NM_001350336,258
CFAP298,NM_001350337,269
DUXA,NM_001012729,204
YDJC,NM_001017964,323
HORMAD2,NM_152510,307
HORMAD2,NM_001329457,307
HORMAD2,NM_001329458,219
DGCR6,NM_005675,220
BPI,NM_001725,483
ZNF784,NM_203374,323
GATD3A,NM_198155,237
EPN1,NM_001130072,576
MRPL39,NM_080794,353
MRPL39,NM_017446,338
LIPI,NM_001303000,454
LIPI,NM_001302999,430
LIPI,NM_001303001,375
LIPI,NM_001302998,460
SYNJ1,NM_203446,1311
C20orf173,NM_001145350,202
MYLK2,NM_033118,596
ASXL1,NM_015338,1541
VAPB,NM_004738,243
COL6A1,NM_001848,1028
COL6A2,NM_001849,1019
GP1BB,NM_000407,206
GPCPD1,NM_019593,672
COMT,NM_000754,271
TUBB1,NM_030773,451
IL17RA,NM_014339,866
DNMT3L,NM_175867,386
SNTA1,NM_003098,505
LAMA5,NM_005560,3695
PCED1A,NM_022760,454
EEF1A2,NM_001958,463
C21orf58,NM_058180,322
THBD,NM_000361,575
RTEL1,NM_032957,1243
RTEL1,NM_016434,1219
RTEL1,NM_001283009,1300
CTSA,NM_000308,480
SNAP25,NM_001322909,206
SNAP25,NM_001322908,206
SNAP25,NM_001322907,206
SNAP25,NM_001322904,206
SNAP25,NM_001322910,206
SNAP25,NM_003081,206
SNAP25,NM_130811,206
SNAP25,NM_001322906,206
SNAP25,NM_001322902,206
SNAP25,NM_001322903,206
SNAP25,NM_001322905,206
PEX26,NM_001199319,256
CDC45,NM_003504,566
DBNDD2,NM_001048225,161
DBNDD2,NM_001048226,112
JPH2,NM_020433,696
PRDM15,NM_001040424,1141
PRDM15,NM_001282934,1161
PRDM15,NM_022115,1390
NF2,NM_000268,595
LOC284898,NM_001318329,109
MAPK1,NM_002745,360
NPBWR2,NM_005286,333
SSTR4,NM_001052,388
SAMHD1,NM_015474,626
CSTB,NM_000100,98
KCNJ4,NM_004981,445
CDX4,NM_005193,284
AMELX,NM_001142,191
APOL5,NM_030642,433
GPR101,NM_054021,508
MSL3,NM_078628,416
XAGE3,NM_130776,111
MAGEC3,NM_138702,643
PPEF1,NM_152224,625
PPEF1,NM_152226,591
PPEF1,NM_006240,653
SSX5,NM_175723,188
SSX7,NM_173358,188
MAGEB6,NM_173523,407
SOX3,NM_005634,446
AMELX,NM_182680,205
AMELX,NM_182681,175
PISD,NM_014338,375
RNF128,NM_024539,402
CT55,NM_017863,242
TBX22,NM_016954,520
CSNK1E,NM_001894,416
CNGA2,NM_005140,664
CDR1,NM_004065,262
MB,NM_203377,154
MB,NM_203378,154
PORCN,NM_203474,455
TMEM257,NM_004709,111
ARMCX3,NM_016607,379
ARMCX3,NM_177948,379
CBY1,NM_015373,126
CBY1,NM_001002880,169
AWAT2,NM_001002254,333
OR13H1,NM_001004486,308
TCEAL3,NM_001006933,200
TCEAL8,NM_001006684,117
TMEM31,NM_182541,168
ZXDB,NM_007157,803
FAM155B,NM_015686,472
AKAP14,NM_001008534,137
SYP,NM_003179,313
ARMCX6,NM_001009584,300
KIAA0930,NM_015264,409
KIAA0930,NM_001009880,404
MAGEA4,NM_002362,317
MAGEA4,NM_001011548,317
MAGEA4,NM_001011549,317
MAGEA4,NM_001011550,317
MAGEC3,NM_177456,346
TREX2,NM_080701,236
PRR5,NM_001017530,293
ARHGAP8,NM_181335,433
ARHGAP8,NM_001017526,464
F8,NM_019863,216
P2RY4,NM_002565,365
VCX,NM_013452,206
TNRC6B,NM_001024843,1029
WDR45,NM_007075,361
RAB40AL,NM_001031834,278
PQBP1,NM_005710,265
PQBP1,NM_001032381,265
PQBP1,NM_001032382,265
PQBP1,NM_001032383,265
PQBP1,NM_001032384,265
FBXO7,NM_001033024,443
CSTF2,NM_001325,577
TIMP3,NM_000362,211
USP11,NM_004651,963
TRIOBP,NM_138632,431
NUP50,NM_153645,440
CDKL5,NM_003159,1030
CDKL5,NM_001037343,1030
H1-0,NM_005318,194
TRIOBP,NM_007032,652
MCHR1,NM_005297,422
PICK1,NM_001039583,415
PICK1,NM_001039584,415
SHOX,NM_000451,292
SHOX,NM_006883,225
PRR34,NM_018280,138
HSD17B10,NM_001037811,252
SYN1,NM_133499,669
SYN1,NM_006950,705
TRPC5,NM_012471,973
SLC9A6,NM_001042537,701
ZNF157,NM_003446,506
MCAT,NM_014507,180
RTL8A,NM_001078172,113
GYG2,NM_003918,501
CUL4B,NM_003588,913
ZRSR2,NM_005089,482
TEX13B,NM_031273,312
DOCK11,NM_144658,2073
NCAPH2,NM_014551,299
DRP2,NM_001939,957
MGAT3,NM_001098270,533
MID1IP1,NM_001098791,183
RFPL3,NM_006604,288
RFPL3,NM_001098535,317
GPRASP1,NM_001099410,1395
GPRASP1,NM_001099411,1395
SCO2,NM_005138,266
MCF2,NM_001099855,985
KIAA1210,NM_020721,1709
SEPTIN3,NM_019106,350
WWC3,NM_015691,1092
SYNGR1,NM_145731,191
SYNGR1,NM_145738,192
PNMA5,NM_001103150,448
PNMA5,NM_001103151,448
ASMT,NM_004043,373
TMEM255A,NM_017938,349
TMEM255A,NM_001104544,325
TMEM255A,NM_001104545,241
FLNA,NM_001456,2639
MECP2,NM_004992,486
NCF4,NM_013416,348
GRIA3,NM_000828,894
AMOT,NM_001113490,1084
RTL4,NM_001004308,310
ACSL4,NM_022977,711
GLRA2,NM_001118885,452
LAMP2,NM_013995,410
LAMP2,NM_001122606,411
MTM1,NM_000252,603
TNFRSF13C,NM_052945,184
PHKA1,NM_001122670,1210
TSPAN7,NM_004615,249
BCOR,NM_001123383,1721
PHF6,NM_032335,312
EFNB1,NM_004429,346
ELF4,NM_001421,663
DIAPH2,NM_007309,1096
F8,NM_000132,2351
NSDHL,NM_001129765,373
CASK,NM_003688,921
CASK,NM_001126054,898
CASK,NM_001126055,897
KRBOX4,NM_001129899,98
KRBOX4,NM_001129900,93
KRBOX4,NM_017776,166
CASTOR1,NM_001037666,329
GJB1,NM_001097642,283
FAAH2,NM_174912,532
NYX,NM_022567,481
TOM1,NM_001135729,460
TOM1,NM_001135730,447
TOM1,NM_001135732,493
PNCK,NM_001039582,426
PNCK,NM_001135740,360
PIK3IP1,NM_001135911,173
ATXN3L,NM_001135995,355
OTUD5,NM_001136158,566
ZFP92,NM_001136273,416
DCAF8L2,NM_001136533,631
APOL1,NM_145343,414
APOL1,NM_001136540,398
APOL1,NM_001136541,380
TBL1X,NM_001139466,577
TBL1X,NM_001139467,526
TBL1X,NM_001139468,526
BTK,NM_000061,659
BCAP31,NM_001139441,246
BCAP31,NM_005745,246
XG,NM_175569,180
XG,NM_001141919,195
XG,NM_001141920,181
DACH2,NM_053281,599
DACH2,NM_001139514,571
DACH2,NM_001139515,432
PNPLA4,NM_001142389,253
MORF4L2,NM_001142418,288
MORF4L2,NM_001142419,288
MORF4L2,NM_001142420,288
MORF4L2,NM_001142421,288
MORF4L2,NM_001142422,288
MORF4L2,NM_001142423,288
MORF4L2,NM_001142424,288
MORF4L2,NM_001142425,288
MORF4L2,NM_001142426,288
MORF4L2,NM_001142427,288
MORF4L2,NM_001142428,288
MORF4L2,NM_001142429,288
MORF4L2,NM_001142430,288
MORF4L2,NM_001142431,288
MORF4L2,NM_001142432,288
MAGT1,NM_032121,367
BHLHB9,NM_001142529,547
BHLHB9,NM_001142530,547
FRMD7,NM_194277,714
GLRA4,NM_001024452,417
SLC6A8,NM_001142806,520
GCNA,NM_052957,691
C22orf46,NM_001142964,243
CT55,NM_001031705,264
CTPS2,NM_001144002,586
CITED1,NM_001144885,219
CFP,NM_002621,469
RBMXL3,NM_001145346,1067
NONO,NM_001145410,382
SHROOM4,NM_020717,1493
XAGE5,NM_130775,108
IRS4,NM_003604,1257
CT47B1,NM_001145718,299
ZDHHC15,NM_001146256,328
ACTRT1,NM_138289,376
ODF3B,NM_001014440,253
RFPL2,NM_006605,317
BEX5,NM_001159560,111
FHL1,NM_001159704,280
BPIFC,NM_174932,507
DMD,NM_004006,3685
DMD,NM_004009,3681
DMD,NM_004010,3562
DMD,NM_004013,1225
DMD,NM_004014,956
DMD,NM_004022,1230
SEC14L3,NM_174975,400
CSF2RA,NM_172247,333
CSF2RA,NM_001161529,400
CSF2RA,NM_001161530,434
CSF2RA,NM_001161531,410
CSF2RA,NM_001161532,267
MAFF,NM_001161572,164
MAFF,NM_001161573,164
MAFF,NM_001161574,135
APOL3,NM_145640,402
APOL3,NM_145641,202
APOL3,NM_145642,202
CHKB,NM_005198,395
PLXNB3,NM_001163257,1932
TENM1,NM_001163278,2732
TENM1,NM_001163279,2731
TENM1,NM_014253,2725
HTATSF1,NM_001163280,755
NXF5,NM_032946,365
SYTL5,NM_001163334,752
FLJ44635,NM_207422,140
SATL1,NM_001012980,632
NHSL2,NM_001013627,1225
MOV10L1,NM_001164105,1165
MOV10L1,NM_001164106,338
H2BW2,NM_001164416,154
TMEM164,NM_017698,148
BMP15,NM_005448,392
ATP5MGL,NM_001165877,100
VMA21,NM_001017980,101
UTP14A,NM_001166221,719
MFNG,NM_001166343,307
DLG3,NM_001166278,366
MAGEA8,NM_001166400,318
MAGEA8,NM_001166401,318
MAGEB3,NM_002365,346
HDAC8,NM_001166420,146
MPP1,NM_001166462,436
UBQLN2,NM_013444,624
