Gene,Transcript,Prot_length
MEX3D,NM_001174118,666
MFAP1,NM_005926,439
MFAP2,NM_002403,183
MFAP3,NM_001242336,362
MFAP3L,NM_021647,409
MFAP4,NM_001198695,279
MFAP5,NM_003480,173
MFF,NM_001277061,342
MFGE8,NM_005928,387
MFHAS1,NM_004225,1052
MFN1,NM_033540,741
MFN2,NM_001127660,757
MFNG,NM_002405,321
MFRP,NM_031433,579
MFSD1,NM_022736,465
MFSD10,NM_001120,455
MFSD11,NM_001242532,449
MFSD12,NM_174983,480
MFSD13A,NM_024789,517
MFSD14A,NM_033055,490
MFSD14B,NM_032558,506
MFSD2A,NM_001136493,543
MFSD2B,NM_001346880,504
MFSD3,NM_138431,412
MFSD4A,NM_181644,514
MFSD4B,NM_153369,518
MFSD5,NM_001170790,557
MFSD6,NM_017694,791
MFSD6L,NM_152599,586
MFSD8,NM_152778,518
MFSD9,NM_032718,474
MGA,NM_001164273,3065
MGAM,NM_004668,1857
MGAM2,NM_001293626,2515
MGARP,NM_032623,240
MGAT1,NM_001114617,445
MGAT2,NM_002408,447
MGAT3,NM_001098270,533
MGAT4A,NM_012214,535
MGAT4B,NM_054013,563
MGAT4C,NM_001351282,516
MGAT4D,NM_001277353,374
MGAT5,NM_002410,741
MGAT5B,NM_198955,801
MGLL,NM_007283,313
MGME1,NM_001310338,359
MGMT,NM_002412,207
MGP,NM_001190839,128
MGRN1,NM_015246,576
MGST1,NM_001260511,155
MGST2,NM_001204366,147
MGST3,NM_004528,152
MIA,NM_001202553,131
MIA2,NM_001329214,1412
MIA3,NM_001324062,1931
MIB1,NM_020774,1006
MIB2,NM_080875,1013
MICA,NM_000247,383
MICAL1,NM_001286613,1086
MICAL2,NM_001282663,1124
MICAL3,NM_015241,2002
MICALCL,NM_032867,695
MICALL1,NM_033386,863
MICALL2,NM_182924,904
MICB,NM_005931,383
MICOS10,NM_001204083,140
MICOS10-NBL1,NM_001204088,195
MICOS13,NM_001308240,140
MICU1,NM_001195518,476
MICU2,NM_152726,434
MICU3,NM_181723,530
MID1,NM_000381,667
MID1IP1,NM_001098790,183
MID2,NM_012216,735
MIDEAS,NM_001043318,1045
MIDN,NM_177401,468
MIEF1,NM_001304564,478
MIEF2,NM_148886,465
MIEN1,NM_001330206,116
MIER1,NM_001350530,602
MIER2,NM_017550,545
MIER3,NM_001297598,555
MIF,NM_002415,115
MIF4GD,NM_001242498,263
MIGA1,NM_001270384,633
MIGA2,NM_032809,657
MIIP,NM_021933,388
MINAR1,NM_015206,916
MINAR2,NM_001257308,190
MINDY1,NM_001163258,517
MINDY2,NM_001040450,621
MINDY3,NM_024948,445
MINDY4,NM_032222,757
MINDY4B,NM_001351281,460
MINK1,NM_153827,1332
MINPP1,NM_004897,487
MIOS,NM_019005,875
MIOX,NM_017584,285
MIP,NM_012064,263
MIPEP,NM_005932,713
MIPOL1,NM_001195296,442
MIR1-1HG,NM_001302812,117
MIS12,NM_001258217,205
MIS18A,NM_018944,233
MIS18BP1,NM_018353,1132
MISP,NM_173481,679
MISP3,NM_001291291,219
MITD1,NM_138798,249
MITF,NM_198159,520
MIXL1,NM_001282402,240
MKI67,NM_002417,3256
MKKS,NM_018848,570
MKLN1,NM_013255,735
MKNK1,NM_003684,453
MKNK2,NM_199054,465
MKRN1,NM_013446,482
MKRN2,NM_014160,416
MKRN2OS,NM_001195279,223
MKRN3,NM_005664,507
MKS1,NM_001321269,561
MKX,NM_001242702,352
MLANA,NM_005511,118
MLC1,NM_015166,377
MLEC,NM_014730,292
MLF1,NM_001195432,299
MLF2,NM_005439,248
MLH1,NM_000249,756
MLH3,NM_001040108,1453
MLIP,NM_001281747,993
MLKL,NM_152649,471
MLLT1,NM_005934,559
MLLT10,NM_001195626,1068
MLLT11,NM_006818,90
MLLT3,NM_004529,568
MLLT6,NM_005937,1093
MLN,NM_002418,115
MLNR,NM_001507,412
MLPH,NM_024101,600
MLST8,NM_001199173,326
MLX,NM_170607,298
MLXIP,NM_014938,919
MLXIPL,NM_032951,852
MLYCD,NM_012213,493
MMAA,NM_172250,418
MMAB,NM_052845,250
MMACHC,NM_015506,282
MMADHC,NM_015702,296
MMD,NM_012329,238
MMD2,NM_001100600,270
MME,NM_000902,750
MMEL1,NM_033467,779
MMGT1,NM_001330000,131
MMP1,NM_002421,469
MMP10,NM_002425,476
MMP11,NM_005940,488
MMP13,NM_002427,471
MMP14,NM_004995,582
MMP15,NM_002428,669
MMP16,NM_005941,607
MMP17,NM_016155,603
MMP19,NM_002429,508
MMP2,NM_004530,660
MMP20,NM_004771,483
MMP21,NM_147191,569
MMP24,NM_006690,645
MMP25,NM_022468,562
MMP26,NM_021801,261
MMP27,NM_022122,513
MMP28,NM_001032278,130
MMP3,NM_002422,477
MMP7,NM_002423,267
MMP8,NM_002424,467
MMP9,NM_004994,707
MMRN1,NM_007351,1228
MMRN2,NM_024756,949
MMS19,NM_001351356,1069
MMS22L,NM_001350599,1243
MMUT,NM_000255,750
MN1,NM_002430,1320
MNAT1,NM_002431,309
MND1,NM_032117,205
MNDA,NM_002432,407
MNS1,NM_018365,495
MNT,NM_020310,582
MNX1,NM_005515,401
MOAP1,NM_022151,351
MOB1A,NM_001317111,258
MOB1B,NM_001244766,221
MOB2,NM_001172223,268
MOB3A,NM_130807,217
MOB3B,NM_024761,216
MOB3C,NM_145279,268
MOB4,NM_015387,225
MOBP,NM_001278322,206
MOCOS,NM_017947,888
MOCS1,NM_001075098,385
MOCS2,NM_004531,188
MOCS3,NM_014484,460
MOG,NM_002433,252
MOGAT1,NM_058165,335
MOGAT2,NM_025098,334
MOGAT3,NM_178176,341
MOGS,NM_006302,837
MOK,NM_014226,419
MON1A,NM_032355,652
MON1B,NM_014940,547
MON2,NM_015026,1717
MORC1,NM_014429,984
MORC2,NM_001303256,1032
MORC3,NM_015358,939
MORC4,NM_024657,937
MORF4L1,NM_206839,362
MORF4L2,NM_001142418,288
MORN1,NM_024848,497
MORN2,NM_001145450,79
MORN3,NM_173855,240
MORN4,NM_001098831,146
MORN5,NM_198469,161
MOS,NM_005372,346
MOSMO,NM_001164579,167
MOSPD1,NM_019556,213
MOSPD2,NM_152581,518
MOSPD3,NM_001040097,235
MOV10,NM_001130079,1003
MOV10L1,NM_018995,1211
MOXD1,NM_015529,613
MPC1,NM_001270879,66
MPC1L,NM_001195522,136
MPC2,NM_001143674,127
MPDU1,NM_004870,247
MPDZ,NM_001330637,2070
MPEG1,NM_001039396,716
MPG,NM_002434,298
MPHOSPH10,NM_005791,681
MPHOSPH6,NM_005792,160
MPHOSPH8,NM_017520,860
MPHOSPH9,NM_022782,1183
MPI,NM_002435,423
MPIG6B,NM_138272,241
MPL,NM_005373,635
MPLKIP,NM_138701,179
MPND,NM_001300862,501
MPO,NM_000250,745
MPP1,NM_002436,466
MPP2,NM_001278370,597
MPP3,NM_001330233,610
MPP4,NM_033066,637
MPP5,NM_022474,675
MPP6,NM_001303037,540
MPP7,NM_001318170,576
MPPE1,NM_023075,396
MPPED1,NM_001044370,326
MPPED2,NM_001584,294
MPRIP,NM_015134,1038
MPST,NM_021126,317
MPV17,NM_002437,176
MPV17L,NM_001128423,196
MPV17L2,NM_032683,206
MPZ,NM_000530,248
MPZL1,NM_003953,269
MPZL2,NM_005797,215
MPZL3,NM_198275,235
MR1,NM_001531,341
MRAP,NM_178817,172
MRAP2,NM_001346542,205
MRAS,NM_001085049,208
MRC2,NM_006039,1479
MRE11,NM_005591,708
MREG,NM_018000,214
MRFAP1,NM_001272053,127
MRFAP1L1,NM_203462,127
MRGBP,NM_018270,204
MRGPRD,NM_198923,321
MRGPRE,NM_001039165,312
MRGPRF,NM_001098515,343
MRGPRG,NM_001164377,289
MRGPRX1,NM_147199,322
MRGPRX2,NM_001303615,330
MRGPRX3,NM_054031,322
MRGPRX4,NM_054032,322
MRI1,NM_001031727,369
MRM1,NM_024864,353
MRM2,NM_013393,246
MRM3,NM_018146,420
MRNIP,NM_016175,343
MRO,NM_001127176,262
MROH1,NM_032450,1641
MROH2A,NM_001287395,1688
MROH2B,NM_173489,1585
MROH6,NM_001100878,719
MROH7,NM_001039464,1323
MROH9,NM_001163629,861
MRPL1,NM_020236,325
MRPL10,NM_148887,271
MRPL11,NM_016050,192
MRPL12,NM_002949,198
MRPL13,NM_014078,178
MRPL14,NM_001318770,198
MRPL15,NM_014175,296
MRPL16,NM_017840,251
MRPL17,NM_022061,175
MRPL18,NM_014161,180
MRPL19,NM_014763,292
MRPL2,NM_015950,305
MRPL20,NM_017971,149
MRPL21,NM_181514,205
MRPL22,NM_014180,206
MRPL23,NM_021134,153
MRPL24,NM_024540,216
MRPL27,NM_016504,148
MRPL28,NM_006428,256
MRPL3,NM_007208,348
MRPL30,NM_145212,161
MRPL32,NM_031903,188
MRPL33,NM_004891,65
MRPL34,NM_023937,92
MRPL35,NM_016622,188
MRPL36,NM_032479,103
MRPL37,NM_001330602,483
MRPL38,NM_032478,380
MRPL39,NM_080794,353
MRPL4,NM_015956,311
MRPL40,NM_003776,206
MRPL41,NM_032477,137
MRPL42,NM_014050,142
MRPL43,NM_176794,235
MRPL44,NM_022915,332
MRPL45,NM_032351,306
MRPL46,NM_022163,279
MRPL47,NM_020409,250
MRPL48,NM_001318499,253
MRPL49,NM_004927,166
MRPL50,NM_019051,158
MRPL51,NM_016497,128
MRPL52,NM_178336,123
MRPL53,NM_053050,112
MRPL54,NM_172251,138
MRPL55,NM_181462,164
MRPL57,NM_024026,102
MRPL58,NM_001303265,229
MRPL9,NM_031420,267
MRPS10,NM_018141,201
MRPS11,NM_022839,194
MRPS12,NM_021107,138
MRPS14,NM_022100,128
MRPS15,NM_031280,257
MRPS16,NM_016065,137
MRPS17,NM_015969,130
MRPS18A,NM_018135,196
MRPS18B,NM_014046,258
MRPS18C,NM_016067,142
MRPS2,NM_016034,296
MRPS21,NM_018997,87
MRPS22,NM_020191,360
MRPS23,NM_016070,190
MRPS24,NM_032014,167
MRPS25,NM_022497,173
MRPS26,NM_030811,205
MRPS27,NM_001286748,428
MRPS28,NM_014018,187
MRPS30,NM_016640,439
MRPS31,NM_005830,395
MRPS33,NM_016071,106
MRPS34,NM_001300900,225
MRPS35,NM_021821,323
MRPS36,NM_033281,103
MRPS5,NM_031902,430
MRPS6,NM_032476,125
MRPS7,NM_015971,242
MRPS9,NM_182640,396
MRRF,NM_001346339,283
MRS2,NM_001286264,446
MRTFA,NM_020831,1031
MRTFB,NM_001308142,1099
MRTO4,NM_016183,239
MRVI1,NM_130385,912
MS4A1,NM_021950,297
MS4A10,NM_206893,267
MS4A12,NM_017716,267
MS4A13,NM_001012417,152
MS4A14,NM_001261828,712
MS4A15,NM_001098835,240
MS4A18,NM_001310141,360
MS4A2,NM_000139,244
MS4A3,NM_006138,214
MS4A4A,NM_148975,239
MS4A4E,NM_001351235,204
MS4A5,NM_023945,200
MS4A6A,NM_001330275,276
MS4A6E,NM_139249,147
MS4A7,NM_021201,240
MS4A8,NM_031457,250
MSANTD1,NM_001042690,278
MSANTD2,NM_001308027,559
MSANTD3,NM_001198805,275
MSANTD3-TMEFF1,NM_001198812,454
MSANTD4,NM_001318747,345
MSC,NM_005098,206
MSGN1,NM_001105569,193
MSH2,NM_000251,934
MSH3,NM_002439,1137
MSH4,NM_002440,936
MSH5,NM_172165,835
MSH6,NM_000179,1360
MSI1,NM_002442,362
MSI2,NM_138962,328
MSL1,NM_001012241,351
MSL2,NM_018133,577
MSL3,NM_078629,521
MSLN,NM_013404,630
MSMB,NM_002443,114
MSMO1,NM_006745,293
MSMP,NM_001044264,139
MSN,NM_002444,577
MSR1,NM_138715,451
MSRA,NM_012331,235
MSRB2,NM_012228,182
MSRB3,NM_198080,192
MSS51,NM_001024593,460
MST1,NM_020998,725
MST1L,NM_001271733,689
MST1R,NM_002447,1400
MSTN,NM_005259,375
MSTO1,NM_018116,570
MSX1,NM_002448,303
MSX2,NM_002449,267
MT1A,NM_005946,61
MT1B,NM_005947,61
MT1E,NM_175617,61
MT1F,NM_005949,61
MT1G,NM_001301267,62
MT1H,NM_005951,61
MT1HL1,NM_001276687,61
MT1M,NM_176870,61
MT1X,NM_005952,61
MT2A,NM_005953,61
MT3,NM_005954,68
MT4,NM_032935,62
MTA1,NM_004689,715
MTA2,NM_004739,668
MTA3,NM_001330442,594
MTAP,NM_002451,283
MTARC1,NM_022746,337
MTARC2,NM_001317338,335
MTBP,NM_022045,904
MTCH1,NM_001271641,389
MTCH2,NM_014342,303
MTCL1,NM_015210,1586
MTCP1,NM_001018025,107
MTDH,NM_178812,582
MTERF1,NM_006980,399
MTERF2,NM_001033050,385
MTERF3,NM_015942,417
MTERF4,NM_182501,381
MTF1,NM_005955,753
MTF2,NM_007358,593
MTFMT,NM_139242,389
MTFP1,NM_016498,166
MTFR1,NM_001145839,348
MTFR1L,NM_001099625,292
MTFR2,NM_001099286,385
MTG1,NM_138384,334
MTG2,NM_015666,406
MTHFD1,NM_005956,935
MTHFD1L,NM_001242767,979
MTHFD2,NM_006636,350
MTHFD2L,NM_001144978,347
MTHFR,NM_001330358,697
MTHFS,NM_006441,203
MTHFSD,NM_001159377,383
MTIF2,NM_001005369,727
MTIF3,NM_001166261,278
MTM1,NM_000252,603
MTMR1,NM_001306144,673
MTMR10,NM_017762,777
MTMR11,NM_001145862,709
MTMR12,NM_001040446,747
MTMR14,NM_001077525,650
MTMR2,NM_016156,643
MTMR3,NM_021090,1198
MTMR4,NM_004687,1195
MTMR6,NM_004685,621
MTMR7,NM_004686,660
MTMR8,NM_017677,704
MTMR9,NM_015458,549
MTNR1A,NM_005958,350
MTNR1B,NM_005959,362
MTO1,NM_001123226,732
MTOR,NM_004958,2549
MTPAP,NM_018109,582
MTPN,NM_145808,118
MTR,NM_000254,1265
MTRES1,NM_001142470,245
MTREX,NM_015360,1042
MTRF1,NM_004294,445
MTRF1L,NM_019041,380
MTRNR2L1,NM_001190452,24
MTRNR2L10,NM_001190708,24
MTRNR2L2,NM_001190470,28
MTRNR2L3,NM_001190472,24
MTRNR2L4,NM_001190476,28
MTRNR2L5,NM_001190478,24
MTRNR2L6,NM_001190487,24
MTRNR2L7,NM_001190489,24
MTRNR2L8,NM_001190702,24
MTRNR2L9,NM_001190706,24
MTRR,NM_002454,698
MTSS1,NM_001282971,759
MTSS2,NM_138383,747
MTTP,NM_001300785,921
MTURN,NM_152793,131
MTUS1,NM_001001924,1270
MTUS2,NM_001033602,1369
MTX1,NM_002455,466
MTX2,NM_006554,263
MTX3,NM_001167741,251
MUC1,NM_001204286,484
MUC12,NM_001164462,5335
MUC13,NM_033049,512
MUC15,NM_001135091,361
MUC16,NM_024690,14507
MUC17,NM_001040105,4493
MUC2,NM_002457,5289
MUC20,NM_001282506,709
MUC21,NM_001010909,566
MUC22,NM_001322469,1786
MUC3A,NM_005960,3323
MUC4,NM_018406,5412
MUC5B,NM_002458,5762
MUC6,NM_005961,2439
MUC7,NM_001145006,377
MUCL1,NM_058173,90
MUCL3,NM_080870,1393
MUL1,NM_024544,352
MUS81,NM_001350283,552
MUSK,NM_005592,869
MUSTN1,NM_205853,82
MUTYH,NM_001128425,549
MVB12A,NM_138401,273
MVB12B,NM_033446,319
MVD,NM_002461,400
MVK,NM_000431,396
MVP,NM_005115,893
MX1,NM_001144925,662
MX2,NM_002463,715
MXD1,NM_002357,221
MXD3,NM_031300,206
MXD4,NM_006454,209
MXI1,NM_130439,295
MXRA5,NM_015419,2828
MXRA7,NM_001008528,204
MXRA8,NM_001282585,450
MYADM,NM_001020818,322
MYADML2,NM_001145113,307
MYB,NM_001130173,761
MYBBP1A,NM_001105538,1332
MYBL1,NM_001080416,752
MYBL2,NM_002466,700
MYBPC1,NM_001254718,1173
MYBPC2,NM_004533,1141
MYBPC3,NM_000256,1274
MYBPH,NM_004997,477
MYBPHL,NM_001010985,354
MYC,NM_002467,454
MYCBP,NM_012333,103
MYCBP2,NM_015057,4678
MYCBPAP,NM_032133,941
MYCL,NM_001033082,394
MYCN,NM_001293228,464
MYCT1,NM_025107,235
MYD88,NM_001172567,304
MYDGF,NM_019107,173
MYEF2,NM_016132,600
MYEOV,NM_001293291,313
MYF5,NM_005593,255
MYF6,NM_002469,242
MYH1,NM_005963,1939
MYH10,NM_001256012,2007
MYH11,NM_001040114,1979
MYH13,NM_003802,1938
MYH14,NM_001145809,2036
MYH15,NM_014981,1946
MYH2,NM_001100112,1941
MYH3,NM_002470,1940
MYH4,NM_017533,1939
MYH6,NM_002471,1939
MYH7,NM_000257,1935
MYH7B,NM_020884,1983
MYH8,NM_002472,1937
MYH9,NM_002473,1960
MYL1,NM_079420,194
MYL10,NM_138403,226
MYL12A,NM_001303049,177
MYL12B,NM_001144944,172
MYL2,NM_000432,166
MYL3,NM_000258,195
MYL4,NM_001002841,197
MYL5,NM_002477,173
MYL6,NM_021019,151
MYL6B,NM_001199629,208
MYL7,NM_021223,175
MYL9,NM_006097,172
MYLIP,NM_013262,445
MYLK,NM_053025,1914
MYLK2,NM_033118,596
MYLK3,NM_182493,819
MYLK4,NM_001347872,444
MYLPF,NM_001324458,169
MYMK,NM_001080483,221
MYNN,NM_001185118,610
MYO10,NM_012334,2058
MYO15A,NM_016239,3530
MYO16,NM_001198950,1880
MYO18A,NM_001346765,2058
MYO18B,NM_001318245,2568
MYO19,NM_001163735,970
MYO1A,NM_001256041,1043
MYO1B,NM_001130158,1136
MYO1C,NM_001080779,1063
MYO1D,NM_015194,1006
MYO1E,NM_004998,1108
MYO1F,NM_012335,1098
MYO1G,NM_033054,1018
MYO1H,NM_001101421,1022
MYO3A,NM_017433,1616
MYO3B,NM_138995,1341
MYO5A,NM_000259,1855
MYO5B,NM_001080467,1848
MYO5C,NM_018728,1742
MYO6,NM_004999,1285
MYO7A,NM_000260,2215
MYO7B,NM_001080527,2116
MYO9A,NM_006901,2548
MYO9B,NM_004145,2157
MYOC,NM_000261,504
MYOCD,NM_001146312,986
MYOD1,NM_002478,320
MYOF,NM_013451,2061
MYOG,NM_002479,224
MYOM1,NM_003803,1685
MYOM2,NM_003970,1465
MYOM3,NM_152372,1437
MYOT,NM_006790,498
MYOZ1,NM_021245,299
MYOZ2,NM_016599,264
MYOZ3,NM_001122853,251
MYPN,NM_001256267,1320
MYPOP,NM_001012643,399
MYRF,NM_001127392,1151
MYRFL,NM_182530,910
MYRIP,NM_001284423,859
MYSM1,NM_001085487,828
MYT1,NM_004535,1121
MYT1L,NM_001303052,1186
MYZAP,NM_001018100,466
MZB1,NM_016459,189
MZF1,NM_003422,734
MZT1,NM_001071775,82
MZT2A,NM_001085365,158
MZT2B,NM_001330282,218
N4BP1,NM_153029,896
N4BP2,NM_018177,1770
N4BP2L1,NM_001286459,243
N4BP2L2,NM_001320836,1181
N4BP3,NM_015111,544
N6AMT1,NM_013240,214
NAA10,NM_003491,235
NAA11,NM_032693,229
NAA15,NM_057175,866
NAA16,NM_024561,864
NAA20,NM_016100,178
NAA25,NM_024953,972
NAA30,NM_001011713,362
NAA35,NM_001321881,725
NAA38,NM_032356,173
NAA40,NM_024771,237
NAA50,NM_025146,169
NAA60,NM_001317093,249
NAA80,NM_012191,308
NAAA,NM_014435,359
NAALAD2,NM_005467,740
NAALADL1,NM_005468,740
NAALADL2,NM_207015,795
NAB1,NM_001321312,487
NAB2,NM_005967,525
NABP1,NM_001031716,204
NABP2,NM_024068,211
NACA,NM_001113203,925
NACA2,NM_199290,215
NACAD,NM_001146334,1562
NACC1,NM_052876,527
NACC2,NM_144653,587
NADK,NM_001198994,591
NADK2,NM_001085411,442
NADSYN1,NM_018161,706
NAE1,NM_001286500,537
NAF1,NM_138386,494
NAGA,NM_000262,411
NAGK,NM_017567,344
NAGLU,NM_000263,743
NAGPA,NM_016256,515
NAGS,NM_153006,534
NAIF1,NM_197956,327
NAIP,NM_001346870,1403
NALCN,NM_001350748,1767
NAMPT,NM_005746,491
NANOG,NM_024865,305
NANOGNB,NM_001145465,188
NANOS1,NM_199461,292
NANOS2,NM_001029861,138
NANOS3,NM_001098622,192
NANP,NM_152667,248
NANS,NM_018946,359
NAP1L1,NM_001330231,391
NAP1L2,NM_021963,460
NAP1L3,NM_004538,506
NAP1L4,NM_005969,375
NAP1L5,NM_153757,182
NAPA,NM_003827,295
NAPB,NM_001283018,302
NAPEPLD,NM_001122838,393
NAPG,NM_003826,312
NAPRT,NM_145201,538
NAPSA,NM_004851,420
NARF,NM_012336,456
NARS1,NM_004539,548
NARS2,NM_024678,477
NASP,NM_002482,788
NAT1,NM_001160175,352
NAT10,NM_024662,1025
NAT14,NM_020378,206
NAT16,NM_198571,369
NAT2,NM_000015,290
NAT8,NM_003960,227
NAT8L,NM_178557,302
NAT9,NM_001305082,212
NAV1,NM_020443,1877
NAV2,NM_001244963,2488
NAV3,NM_001024383,2385
NAXD,NM_018210,390
NAXE,NM_144772,288
NBAS,NM_015909,2371
NBEA,NM_015678,2946
NBEAL1,NM_001114132,2694
NBEAL2,NM_015175,2754
NBL1,NM_182744,216
NBN,NM_002485,754
NBPF10,NM_001302371,3795
NBPF11,NM_183372,919
NBPF12,NM_001278141,1457
NBPF14,NM_015383,2819
NBPF15,NM_001170755,670
NBPF19,NM_001351365,3843
NBPF20,NM_001278267,5207
NBPF26,NM_001351372,1336
NBPF3,NM_032264,633
NBPF4,NM_001143989,638
NBPF6,NM_001143987,667
NBPF7,NM_001047980,421
NBPF9,NM_001277444,1111
NBR1,NM_005899,966
NCALD,NM_001040624,193
NCAM1,NM_001242607,884
NCAM2,NM_004540,837
NCAN,NM_004386,1321
NCAPD2,NM_014865,1401
NCAPD3,NM_015261,1498
NCAPG,NM_022346,1015
NCAPG2,NM_001281933,1156
NCAPH,NM_015341,741
NCAPH2,NM_001185011,606
NCBP1,NM_002486,790
NCBP2,NM_007362,156
NCBP2L,NM_001348372,153
NCBP3,NM_001114118,620
NCCRP1,NM_001001414,275
NCDN,NM_001014839,729
NCEH1,NM_001146276,416
NCF1,NM_000265,390
NCF2,NM_000433,526
NCF4,NM_013416,348
NCK1,NM_001291999,377
NCK2,NM_001004720,380
NCKAP1,NM_205842,1134
NCKAP1L,NM_005337,1127
NCKAP5,NM_207363,1909
NCKAP5L,NM_001037806,1334
NCKIPSD,NM_016453,722
NCL,NM_005381,710
NCLN,NM_020170,563
NCMAP,NM_001010980,102
NCOA1,NM_003743,1441
NCOA2,NM_001321703,1464
NCOA3,NM_181659,1424
NCOA4,NM_001145260,650
NCOA5,NM_020967,579
NCOA6,NM_001318240,2063
NCOA7,NM_001199619,942
NCOR1,NM_006311,2440
NCOR2,NM_006312,2514
NCR1,NM_004829,304
NCR2,NM_004828,276
NCR3,NM_147130,201
NCR3LG1,NM_001202439,454
NCS1,NM_014286,190
NCSTN,NM_015331,709
NDC1,NM_018087,674
NDC80,NM_006101,642
NDE1,NM_001143979,335
NDEL1,NM_030808,345
NDFIP1,NM_030571,221
NDFIP2,NM_019080,336
NDN,NM_002487,321
NDNF,NM_024574,568
NDOR1,NM_001144026,606
NDP,NM_000266,133
NDRG1,NM_001135242,394
NDRG2,NM_001320329,371
NDRG3,NM_032013,375
NDRG4,NM_001130487,391
NDST1,NM_001543,882
NDST2,NM_003635,883
NDST3,NM_004784,873
NDST4,NM_022569,872
NDUFA1,NM_004541,70
NDUFA10,NM_001322019,375
NDUFA11,NM_001193375,228
NDUFA12,NM_018838,145
NDUFA13,NM_015965,144
NDUFA2,NM_002488,99
NDUFA3,NM_004542,84
NDUFA4,NM_002489,81
NDUFA4L2,NM_020142,87
NDUFA5,NM_001291304,182
NDUFA6,NM_002490,128
NDUFA7,NM_005001,113
NDUFA8,NM_014222,172
NDUFA9,NM_005002,377
NDUFAB1,NM_005003,156
NDUFAF1,NM_016013,327
NDUFAF2,NM_174889,169
NDUFAF3,NM_199069,184
NDUFAF4,NM_014165,175
NDUFAF5,NM_024120,345
NDUFAF6,NM_152416,333
NDUFAF7,NM_144736,441
NDUFAF8,NM_001086521,74
NDUFB1,NM_004545,58
NDUFB10,NM_004548,172
NDUFB11,NM_019056,163
NDUFB2,NM_004546,105
NDUFB3,NM_001257102,98
NDUFB4,NM_004547,129
NDUFB5,NM_002492,189
NDUFB6,NM_002493,128
NDUFB7,NM_004146,137
NDUFB8,NM_005004,186
NDUFB9,NM_005005,179
NDUFC1,NM_001184986,76
NDUFC2,NM_004549,119
NDUFC2-KCTD14,NM_001203260,134
NDUFS1,NM_001199984,741
NDUFS2,NM_004550,463
NDUFS3,NM_004551,264
NDUFS4,NM_002495,175
NDUFS5,NM_001184979,106
NDUFS6,NM_004553,124
NDUFS7,NM_024407,213
NDUFS8,NM_002496,210
NDUFV1,NM_007103,464
NDUFV2,NM_021074,249
NDUFV3,NM_021075,473
NEB,NM_001271208,8560
NEBL,NM_006393,1014
NECAB1,NM_022351,351
NECAB2,NM_019065,386
NECAB3,NM_031232,396
NECAP1,NM_015509,275
NECAP2,NM_001145277,273
NECTIN1,NM_002855,517
NECTIN2,NM_001042724,538
NECTIN3,NM_015480,549
NECTIN4,NM_030916,510
NEDD1,NM_001135175,667
NEDD4,NM_001284338,1319
NEDD4L,NM_001144967,975
NEDD8,NM_006156,81
NEDD8-MDP1,NM_001199823,193
NEDD9,NM_001142393,834
NEFH,NM_021076,1020
NEFL,NM_006158,543
NEFM,NM_005382,916
NEGR1,NM_173808,354
NEIL1,NM_001256552,476
NEIL2,NM_001135746,332
NEIL3,NM_018248,605
NEK1,NM_001199397,1286
NEK10,NM_152534,1172
NEK11,NM_001321221,687
NEK2,NM_002497,445
NEK3,NM_002498,506
NEK4,NM_003157,841
NEK5,NM_199289,708
NEK6,NM_001145001,347
NEK7,NM_133494,302
NEK8,NM_178170,692
NEK9,NM_001329237,991
NELFA,NM_005663,528
NELFB,NM_015456,628
NELFCD,NM_198976,581
NELFE,NM_002904,380
NELL1,NM_001288713,838
NELL2,NM_001145107,866
NEMF,NM_004713,1076
NEMP1,NM_001130963,444
NEMP2,NM_001142645,417
NENF,NM_013349,172
NEO1,NM_002499,1461
NEPRO,NM_015412,567
NES,NM_006617,1621
NET1,NM_001047160,596
NETO1,NM_001201465,533
NETO2,NM_018092,525
NEU1,NM_000434,415
NEU2,NM_005383,380
NEU3,NM_006656,461
NEU4,NM_001167599,497
NEURL1,NM_004210,574
NEURL1B,NM_001142651,555
NEURL2,NM_080749,285
NEURL3,NM_001285485,262
NEURL4,NM_032442,1562
NEUROD1,NM_002500,356
NEUROD2,NM_006160,382
NEUROD4,NM_021191,331
NEUROD6,NM_022728,337
NEUROG1,NM_006161,237
NEUROG2,NM_024019,272
NEUROG3,NM_020999,214
NEXMIF,NM_001008537,1516
NEXN,NM_144573,675
NF1,NM_001042492,2839
NF2,NM_000268,595
NFAM1,NM_145912,270
NFASC,NM_001005388,1240
NFAT5,NM_138713,1549
NFATC1,NM_001278669,943
NFATC2,NM_173091,925
NFATC2IP,NM_032815,419
NFATC3,NM_173165,1075
NFATC4,NM_001320043,965
NFE2,NM_001136023,373
NFE2L1,NM_003204,772
NFE2L2,NM_006164,605
NFE2L3,NM_004289,694
NFIA,NM_001145512,554
NFIB,NM_001190737,494
NFIC,NM_001245002,508
NFIL3,NM_001289999,462
NFIX,NM_001271043,510
NFKB1,NM_003998,969
NFKB2,NM_001077494,900
NFKBIA,NM_020529,317
NFKBIB,NM_002503,356
NFKBID,NM_001321831,328
NFKBIE,NM_004556,361
NFKBIL1,NM_005007,381
NFKBIZ,NM_031419,718
NFRKB,NM_006165,1324
NFS1,NM_021100,457
NFU1,NM_001002755,254
NFX1,NM_001318758,1121
NFXL1,NM_001278623,911
NFYA,NM_002505,347
NFYB,NM_006166,207
NFYC,NM_001308114,458
NGB,NM_021257,151
NGDN,NM_001042635,315
